season,season_start,player,team,salary,real_value,difference,games
2008-09,2008,Michael Beasley,MIA,4314960.0,5657867,1342907.0,88.0
2010-11,2010,Michael Beasley,MIN,4962240.0,5804935,842695.0,73.0
2018-19,2018,Michael Beasley,"LAL, LAC",3500000.0,2243528,-1256472.0,26.0
2011-12,2011,Michael Beasley,MIN,6262347.0,3334478,-2927869.0,47.0
2012-13,2012,Michael Beasley,PHX,5750000.0,2144473,-3605527.0,75.0
2013-14,2013,Michael Beasley,"MIA, PHX",7027424.0,2579363,-4448061.0,59.0
2002-03,2002,Michael Bradley,TOR,1207800.0,1714907,507107.0,67.0
2004-05,2004,Michael Bradley,"ORL, PHI, SAC",720046.0,436571,-283475.0,18.0
2005-06,2005,Michael Bradley,PHI,819550.0,427004,-392546.0,46.0
2001-02,2001,Michael Bradley,TOR,1123560.0,241156,-882404.0,27.0
2003-04,2003,Michael Bradley,"ATL, TOR",1292040.0,55405,-1236635.0,16.0
1999-00,1999,Michael Cage,BKN,510000.0,686013,176013.0,20.0
1995-96,1995,Michael Cage,CLE,2126000.0,2095326,-30674.0,85.0
1991-92,1991,Michael Cage,OKC,1390000.0,1180213,-209787.0,91.0
1990-91,1990,Michael Cage,OKC,910000.0,578623,-331377.0,87.0
1992-93,1992,Michael Cage,OKC,1390000.0,901543,-488457.0,101.0
1994-95,1994,Michael Cage,CLE,1635000.0,1115952,-519048.0,86.0
1993-94,1993,Michael Cage,OKC,1502000.0,788478,-713522.0,87.0
1996-97,1996,Michael Cage,PHI,1473000.0,437140,-1035860.0,82.0
1997-98,1997,Michael Cage,BKN,2055421.0,590401,-1465020.0,79.0
1998-99,1998,Michael Cage,nan,2350000.0,0,-2350000.0,0.0
2013-14,2013,Michael Carter-Williams,PHI,2200920.0,7414231,5213311.0,70.0
2014-15,2014,Michael Carter-Williams,"MIL, PHI",2300040.0,6754429,4454389.0,72.0
2015-16,2015,Michael Carter-Williams,MIL,2399040.0,6427468,4028428.0,54.0
2019-20,2019,Michael Carter-Williams,ORL,2028594.0,4837342,2808748.0,45.0
2018-19,2018,Michael Carter-Williams,"HOU, ORL",1468082.0,2971867,1503785.0,33.0
2020-21,2020,Michael Carter-Williams,ORL,3300000.0,4324035,1024035.0,31.0
2017-18,2017,Michael Carter-Williams,CHA,2700000.0,2275499,-424501.0,52.0
2016-17,2016,Michael Carter-Williams,CHI,3183526.0,2354591,-828935.0,50.0
2021-22,2021,Michael Carter-Williams,nan,3300000.0,0,-3300000.0,0.0
1998-99,1998,Michael Curry,MIL,550000.0,1176157,626157.0,53.0
1997-98,1997,Michael Curry,MIL,500000.0,929157,429157.0,82.0
1996-97,1996,Michael Curry,DET,400000.0,615352,215352.0,83.0
1993-94,1993,Michael Curry,PHI,150000.0,-18403,-168403.0,10.0
2004-05,2004,Michael Curry,IND,845122.0,471858,-373264.0,18.0
2000-01,2000,Michael Curry,DET,2200000.0,1074939,-1125061.0,68.0
1999-00,1999,Michael Curry,DET,2000000.0,869430,-1130570.0,85.0
2001-02,2001,Michael Curry,DET,2400000.0,1142663,-1257337.0,92.0
2002-03,2002,Michael Curry,DET,2600000.0,740712,-1859288.0,93.0
2003-04,2003,Michael Curry,TOR,2800000.0,334236,-2465764.0,70.0
1999-00,1999,Michael Dickerson,MEM,1224960.0,4773780,3548820.0,82.0
2000-01,2000,Michael Dickerson,MEM,1310400.0,4398497,3088097.0,70.0
1998-99,1998,Michael Dickerson,HOU,949600.0,2716629,1767029.0,54.0
2001-02,2001,Michael Dickerson,MEM,1940702.0,974117,-966585.0,4.0
2002-03,2002,Michael Dickerson,MEM,5500000.0,971410,-4528590.0,6.0
2003-04,2003,Michael Dickerson,nan,6187500.0,0,-6187500.0,0.0
1998-99,1998,Michael Doleac,ORL,1050000.0,1206008,156008.0,53.0
1999-00,1999,Michael Doleac,ORL,1357320.0,1181763,-175557.0,81.0
2000-01,2000,Michael Doleac,ORL,1452000.0,1220012,-231988.0,81.0
2003-04,2003,Michael Doleac,"DEN, NYK",1540000.0,1184871,-355129.0,77.0
2002-03,2002,Michael Doleac,NYK,1400000.0,887321,-512679.0,75.0
2001-02,2001,Michael Doleac,CLE,2000856.0,827643,-1173213.0,42.0
2004-05,2004,Michael Doleac,MIA,2400000.0,1035219,-1364781.0,89.0
2005-06,2005,Michael Doleac,MIA,2640000.0,782692,-1857308.0,39.0
2006-07,2006,Michael Doleac,MIA,2880000.0,984669,-1895331.0,57.0
2007-08,2007,Michael Doleac,MIN,3120000.0,396392,-2723608.0,24.0
1997-98,1997,Michael Finley,DAL,816840.0,5868233,5051393.0,82.0
2000-01,2000,Michael Finley,DAL,8400000.0,11158955,2758955.0,92.0
1995-96,1995,Michael Finley,PHX,628000.0,3175051,2547051.0,82.0
1998-99,1998,Michael Finley,DAL,6000000.0,8349499,2349499.0,50.0
1999-00,1999,Michael Finley,DAL,7200000.0,9538299,2338299.0,82.0
2008-09,2008,Michael Finley,SAS,2500000.0,4491868,1991868.0,86.0
1996-97,1996,Michael Finley,"DAL, PHX",723000.0,2528166,1805166.0,83.0
2001-02,2001,Michael Finley,DAL,10625000.0,11366067,741067.0,77.0
2002-03,2002,Michael Finley,DAL,11953125.0,11087879,-865246.0,89.0
2009-10,2009,Michael Finley,"BOS, SAS",2500000.0,1004614,-1495386.0,64.0
2003-04,2003,Michael Finley,DAL,13281250.0,10892716,-2388534.0,77.0
2004-05,2004,Michael Finley,DAL,14609375.0,7860688,-6748687.0,77.0
2005-06,2005,Michael Finley,"SAS, DAL",18612500.0,4436892,-14175608.0,90.0
2006-07,2006,Michael Finley,"SAS, DAL",19030999.0,4049182,-14981817.0,102.0
2007-08,2007,Michael Finley,"SAS, DAL",21696750.0,3819716,-17877034.0,99.0
2019-20,2019,Michael Frazier II,HOU,79568.0,100260,20692.0,17.0
2018-19,2018,Michael Frazier II,nan,47370.0,0,-47370.0,0.0
2015-16,2015,Michael Frazier II,nan,525093.0,0,-525093.0,0.0
2017-18,2017,Michael Gbinije,nan,500000.0,0,-500000.0,0.0
2016-17,2016,Michael Gbinije,DET,650000.0,-14590,-664590.0,9.0
1998-99,1998,Michael Hawkins,SAC,350000.0,250106,-99894.0,26.0
2000-01,2000,Michael Hawkins,CLE,423500.0,224270,-199230.0,10.0
1999-00,1999,Michael Hawkins,CHA,465029.0,120725,-344304.0,12.0
2002-03,2002,Michael Jordan,WAS,1030000.0,11603698,10573698.0,82.0
2001-02,2001,Michael Jordan,WAS,1000000.0,11374691,10374691.0,60.0
1995-96,1995,Michael Jordan,CHI,3850000.0,12958180,9108180.0,100.0
1990-91,1990,Michael Jordan,CHI,2500000.0,7286599,4786599.0,99.0
1992-93,1992,Michael Jordan,CHI,4000000.0,8776555,4776555.0,97.0
1991-92,1991,Michael Jordan,CHI,3250000.0,7460706,4210706.0,102.0
1994-95,1994,Michael Jordan,CHI,3850000.0,7679701,3829701.0,27.0
1993-94,1993,Michael Jordan,nan,4000000.0,0,-4000000.0,0.0
1996-97,1996,Michael Jordan,CHI,30140000.0,14578251,-15561749.0,101.0
1997-98,1997,Michael Jordan,CHI,33140000.0,14069765,-19070235.0,103.0
2015-16,2015,Michael Kidd-Gilchrist,CHA,6331403.0,9246498,2915095.0,7.0
2014-15,2014,Michael Kidd-Gilchrist,CHA,5016960.0,5770979,754019.0,55.0
2019-20,2019,Michael Kidd-Gilchrist,"CHA, DAL",595122.0,612457,17335.0,31.0
2012-13,2012,Michael Kidd-Gilchrist,CHA,4602720.0,3365922,-1236798.0,78.0
2013-14,2013,Michael Kidd-Gilchrist,CHA,4809840.0,3241134,-1568706.0,66.0
2016-17,2016,Michael Kidd-Gilchrist,CHA,13000000.0,6446695,-6553305.0,81.0
2017-18,2017,Michael Kidd-Gilchrist,CHA,13000000.0,4491671,-8508329.0,74.0
2018-19,2018,Michael Kidd-Gilchrist,CHA,13000000.0,3558945,-9441055.0,64.0
2006-07,2006,Michael Olowokandi,BOS,1103225.0,207319,-895906.0,24.0
2001-02,2001,Michael Olowokandi,LAC,4662472.0,3682987,-979485.0,80.0
1998-99,1998,Michael Olowokandi,LAC,2700000.0,1533401,-1166599.0,45.0
2000-01,2000,Michael Olowokandi,LAC,3697440.0,1731359,-1966081.0,82.0
2002-03,2002,Michael Olowokandi,LAC,6061213.0,4077645,-1983568.0,36.0
1999-00,1999,Michael Olowokandi,LAC,3456240.0,1437155,-2019085.0,80.0
2003-04,2003,Michael Olowokandi,MIN,4917000.0,1491611,-3425389.0,58.0
2004-05,2004,Michael Olowokandi,MIN,5408700.0,1592766,-3815934.0,62.0
2005-06,2005,Michael Olowokandi,"BOS, MIN",5900400.0,1114090,-4786310.0,48.0
2020-21,2020,Michael Porter Jr.,DEN,3550800.0,17863676,14312876.0,71.0
2019-20,2019,Michael Porter Jr.,DEN,3389400.0,6642161,3252761.0,74.0
2021-22,2021,Michael Porter Jr.,DEN,5258735.0,4014636,-1244099.0,9.0
2018-19,2018,Michael Porter Jr.,nan,2894160.0,0,-2894160.0,0.0
2003-04,2003,Michael Redd,MIL,3000000.0,10841456,7841456.0,87.0
2004-05,2004,Michael Redd,MIL,3000000.0,10064023,7064023.0,75.0
2002-03,2002,Michael Redd,MIL,3000000.0,7133161,4133161.0,88.0
2001-02,2001,Michael Redd,MIL,465850.0,4256404,3790554.0,67.0
2005-06,2005,Michael Redd,MIL,12000000.0,15223175,3223175.0,85.0
2006-07,2006,Michael Redd,MIL,13260000.0,14476396,1216396.0,53.0
2011-12,2011,Michael Redd,PHX,1308506.0,2278101,969595.0,51.0
2000-01,2000,Michael Redd,MIL,316969.0,74683,-242286.0,6.0
2008-09,2008,Michael Redd,MIL,15780000.0,13724087,-2055913.0,33.0
2007-08,2007,Michael Redd,MIL,14520000.0,11265800,-3254200.0,72.0
2009-10,2009,Michael Redd,MIL,17040000.0,3894379,-13145621.0,18.0
2010-11,2010,Michael Redd,MIL,18300000.0,1244419,-17055581.0,10.0
2000-01,2000,Michael Ruffin,CHI,440000.0,931485,491485.0,45.0
2004-05,2004,Michael Ruffin,WAS,745046.0,886426,141380.0,88.0
2003-04,2003,Michael Ruffin,UTA,663679.0,803679,140000.0,41.0
1999-00,1999,Michael Ruffin,CHI,401875.0,371392,-30483.0,71.0
2007-08,2007,Michael Ruffin,MIL,1033930.0,984402,-49528.0,46.0
2001-02,2001,Michael Ruffin,"PHI, CHI",1009147.0,295010,-714137.0,15.0
2008-09,2008,Michael Ruffin,POR,1141838.0,246148,-895690.0,12.0
2005-06,2005,Michael Ruffin,WAS,1670000.0,633307,-1036693.0,82.0
2006-07,2006,Michael Ruffin,WAS,1803600.0,232496,-1571104.0,34.0
1994-95,1994,Michael Smith (1965),LAC,150000.0,391935,241935.0,29.0
1990-91,1990,Michael Smith (1965),BOS,525000.0,199692,-325308.0,49.0
1996-97,1996,Michael Smith (1972),SAC,1570000.0,2038025,468025.0,81.0
1995-96,1995,Michael Smith (1972),SAC,1340000.0,1100276,-239724.0,69.0
2000-01,2000,Michael Smith (1972),WAS,2200000.0,1794713,-405287.0,79.0
1998-99,1998,Michael Smith (1972),MEM,2180000.0,1635242,-544758.0,48.0
1997-98,1997,Michael Smith (1972),"MEM, SAC",1920000.0,1372194,-547806.0,48.0
1999-00,1999,Michael Smith (1972),WAS,3660000.0,2143113,-1516887.0,46.0
2001-02,2001,Michael Smith (1972),nan,2400000.0,0,-2400000.0,0.0
1997-98,1997,Michael Stewart,SAC,242000.0,1129945,887945.0,81.0
1998-99,1998,Michael Stewart,TOR,1000000.0,315169,-684831.0,42.0
1999-00,1999,Michael Stewart,TOR,3200000.0,143171,-3056829.0,42.0
2000-01,2000,Michael Stewart,TOR,3520000.0,192413,-3327587.0,28.0
2001-02,2001,Michael Stewart,TOR,3840000.0,334222,-3505778.0,12.0
2002-03,2002,Michael Stewart,CLE,4160000.0,126078,-4033922.0,47.0
2004-05,2004,Michael Stewart,"ATL, BOS",4800000.0,589072,-4210928.0,12.0
2003-04,2003,Michael Stewart,"BOS, CLE",4480000.0,72457,-4407543.0,26.0
2004-05,2004,Michael Sweetney,NYK,1978920.0,2808477,829557.0,77.0
2005-06,2005,Michael Sweetney,CHI,2116920.0,2222920,106000.0,72.0
2003-04,2003,Michael Sweetney,NYK,1840800.0,1432372,-408428.0,46.0
2006-07,2006,Michael Sweetney,CHI,2696956.0,675262,-2021694.0,49.0
1991-92,1991,Micheal Williams,IND,500000.0,2554644,2054644.0,82.0
1990-91,1990,Micheal Williams,IND,325000.0,1415351,1090351.0,78.0
1992-93,1992,Micheal Williams,MIN,1775000.0,2476511,701511.0,76.0
1993-94,1993,Micheal Williams,MIN,2075000.0,2387505,312505.0,71.0
1994-95,1994,Micheal Williams,MIN,2175000.0,300838,-1874162.0,1.0
1995-96,1995,Micheal Williams,MIN,2375000.0,499135,-1875865.0,9.0
1997-98,1997,Micheal Williams,MIN,2775000.0,422832,-2352168.0,29.0
1996-97,1996,Micheal Williams,nan,2475000.0,0,-2475000.0,0.0
1998-99,1998,Micheal Williams,TOR,2975000.0,-119746,-3094746.0,2.0
2012-13,2012,Mickael Gelabale,MIN,452323.0,1706344,1254021.0,36.0
2006-07,2006,Mickael Gelabale,OKC,802000.0,1246325,444325.0,70.0
2007-08,2007,Mickael Gelabale,OKC,802000.0,762609,-39391.0,39.0
2006-07,2006,Mickael Pietrus,GSW,2535260.0,3576734,1041474.0,83.0
2004-05,2004,Mickael Pietrus,GSW,1785960.0,2668799,882839.0,67.0
2005-06,2005,Mickael Pietrus,GSW,1910520.0,1971603,61083.0,52.0
2012-13,2012,Mickael Pietrus,TOR,1005096.0,989546,-15550.0,19.0
2003-04,2003,Mickael Pietrus,GSW,1527946.0,1380653,-147293.0,53.0
2007-08,2007,Mickael Pietrus,GSW,3470770.0,2573608,-897162.0,66.0
2008-09,2008,Mickael Pietrus,ORL,5300000.0,4193205,-1106795.0,78.0
2009-10,2009,Mickael Pietrus,ORL,5300000.0,3530384,-1769616.0,89.0
2010-11,2010,Mickael Pietrus,"ORL, PHX",5300000.0,1865835,-3434165.0,57.0
2011-12,2011,Mickael Pietrus,"BOS, PHX",6523166.0,1527852,-4995314.0,62.0
2011-12,2011,Mickell Gladness,"GSW, MIA",248263.0,474937,226674.0,26.0
2020-21,2020,Mikal Bridges,PHX,4359000.0,13264826,8905826.0,94.0
2021-22,2021,Mikal Bridges,PHX,5557725.0,13154754,7597029.0,95.0
2019-20,2019,Mikal Bridges,PHX,4161000.0,7081279,2920279.0,73.0
2018-19,2018,Mikal Bridges,PHX,3557400.0,4157851,600451.0,82.0
2002-03,2002,Mike Batiste,MEM,349458.0,1450155,1100697.0,75.0
2000-01,2000,Mike Bibby,MEM,3308160.0,7538682,4230522.0,82.0
2001-02,2001,Mike Bibby,SAC,4174893.0,7681725,3506832.0,96.0
2003-04,2003,Mike Bibby,SAC,9500000.0,12786807,3286807.0,94.0
1999-00,1999,Mike Bibby,MEM,3092400.0,5816839,2724439.0,82.0
2004-05,2004,Mike Bibby,SAC,10500000.0,12862001,2362001.0,85.0
1998-99,1998,Mike Bibby,MEM,2400000.0,3591970,1191970.0,50.0
2005-06,2005,Mike Bibby,SAC,11500000.0,12516089,1016089.0,88.0
2011-12,2011,Mike Bibby,NYK,1352181.0,1299483,-52698.0,44.0
2002-03,2002,Mike Bibby,SAC,8500000.0,8399821,-100179.0,67.0
2009-10,2009,Mike Bibby,ATL,6217617.0,5091658,-1125959.0,91.0
2010-11,2010,Mike Bibby,"ATL, MIA, WAS",5564767.0,3291891,-2272876.0,100.0
2008-09,2008,Mike Bibby,ATL,14983603.0,10451027,-4532576.0,90.0
2006-07,2006,Mike Bibby,SAC,12500000.0,7611421,-4888579.0,82.0
2007-08,2007,Mike Bibby,"ATL, SAC",13500000.0,6818141,-6681859.0,55.0
1999-00,1999,Mike Brown,nan,25000.0,0,-25000.0,0.0
1990-91,1990,Mike Brown,UTA,650000.0,332012,-317988.0,91.0
1991-92,1991,Mike Brown,UTA,1175000.0,660037,-514963.0,98.0
1992-93,1992,Mike Brown,UTA,1275000.0,423748,-851252.0,87.0
1993-94,1993,Mike Brown,MIN,1375000.0,341802,-1033198.0,82.0
1994-95,1994,Mike Brown,MIN,1475000.0,5399,-1469601.0,27.0
2012-13,2012,Mike Conley,MEM,7180000.0,13383634,6203634.0,95.0
2013-14,2013,Mike Conley,MEM,7900000.0,13322100,5422100.0,80.0
2011-12,2011,Mike Conley,MEM,6611571.0,11314906,4703335.0,69.0
2010-11,2010,Mike Conley,MEM,4913007.0,9426387,4513380.0,94.0
2015-16,2015,Mike Conley,MEM,9680000.0,13282207,3602207.0,56.0
2009-10,2009,Mike Conley,MEM,3883800.0,6397033,2513233.0,80.0
2014-15,2014,Mike Conley,MEM,8760000.0,11192914,2432914.0,78.0
2008-09,2008,Mike Conley,MEM,3630480.0,5637314,2006834.0,82.0
2007-08,2007,Mike Conley,MEM,3377160.0,3366887,-10273.0,53.0
2016-17,2016,Mike Conley,MEM,26540100.0,21379791,-5160309.0,75.0
2021-22,2021,Mike Conley,UTA,21000000.0,11079175,-9920825.0,78.0
2018-19,2018,Mike Conley,MEM,30521115.0,20419535,-10101580.0,70.0
2020-21,2020,Mike Conley,UTA,34502132.0,18310006,-16192126.0,57.0
2017-18,2017,Mike Conley,MEM,28530608.0,11514650,-17015958.0,12.0
2019-20,2019,Mike Conley,UTA,32511623.0,11701036,-20810587.0,52.0
2013-14,2013,Mike Dunleavy,CHI,3000000.0,5964942,2964942.0,87.0
2011-12,2011,Mike Dunleavy,MIL,3750000.0,6670694,2920694.0,55.0
2007-08,2007,Mike Dunleavy,IND,8219008.0,10490478,2271470.0,82.0
2003-04,2003,Mike Dunleavy,GSW,3332520.0,5516775,2184255.0,75.0
2014-15,2014,Mike Dunleavy,CHI,3000000.0,4948357,1948357.0,75.0
2004-05,2004,Mike Dunleavy,GSW,3565080.0,5185912,1620832.0,79.0
2012-13,2012,Mike Dunleavy,MIL,3750000.0,4376897,626897.0,79.0
2005-06,2005,Mike Dunleavy,GSW,4506261.0,4506585,324.0,81.0
2017-18,2017,Mike Dunleavy,nan,1600000.0,0,-1600000.0,0.0
2002-03,2002,Mike Dunleavy,GSW,3100080.0,1488186,-1611894.0,82.0
2006-07,2006,Mike Dunleavy,"GSW, IND",7438016.0,5433625,-2004391.0,82.0
2015-16,2015,Mike Dunleavy,CHI,4837500.0,2367864,-2469636.0,31.0
2016-17,2016,Mike Dunleavy,"ATL, CLE",4837500.0,1709162,-3128338.0,59.0
2008-09,2008,Mike Dunleavy,IND,9000000.0,5453127,-3546873.0,18.0
2010-11,2010,Mike Dunleavy,IND,10561984.0,4577889,-5984095.0,66.0
2009-10,2009,Mike Dunleavy,IND,9780992.0,3498446,-6282546.0,67.0
1990-91,1990,Mike Gminski,"CHA, PHI",1650000.0,810497,-839503.0,80.0
1994-95,1994,Mike Gminski,nan,1000000.0,0,-1000000.0,0.0
1992-93,1992,Mike Gminski,CHA,1415000.0,179617,-1235383.0,36.0
1991-92,1991,Mike Gminski,CHA,1850000.0,291600,-1558400.0,35.0
1993-94,1993,Mike Gminski,"CHA, MIL",1850000.0,193257,-1656743.0,29.0
2006-07,2006,Mike Hall,WAS,135895.0,48351,-87544.0,2.0
2009-10,2009,Mike Harris,"HOU, WAS",64978.0,330065,265087.0,13.0
1991-92,1991,Mike Iuzzolino,DAL,185000.0,691030,506030.0,52.0
1992-93,1992,Mike Iuzzolino,DAL,241000.0,639492,398492.0,70.0
1994-95,1994,Mike Iuzzolino,nan,97500.0,0,-97500.0,0.0
2005-06,2005,Mike James (1975),TOR,3410000.0,10823662,7413662.0,79.0
2003-04,2003,Mike James (1975),"BOS, DET",638679.0,3349557,2710878.0,103.0
2004-05,2004,Mike James (1975),"HOU, MIL",3100000.0,5039252,1939252.0,81.0
2002-03,2002,Mike James (1975),MIA,512435.0,2395071,1882636.0,78.0
2011-12,2011,Mike James (1975),CHI,277566.0,1681302,1403736.0,11.0
2012-13,2012,Mike James (1975),DAL,795400.0,2053217,1257817.0,45.0
2013-14,2013,Mike James (1975),CHI,889097.0,197128,-691969.0,11.0
2006-07,2006,Mike James (1975),MIN,5215000.0,3458484,-1756516.0,82.0
2008-09,2008,Mike James (1975),"NOP, WAS",6244093.0,2618888,-3625205.0,61.0
2009-10,2009,Mike James (1975),WAS,6466600.0,410550,-6056050.0,4.0
2017-18,2017,Mike James (1990),"NOP, PHX",164802.0,3703420,3538618.0,36.0
2020-21,2020,Mike James (1990),BKN,237648.0,3659363,3421715.0,22.0
2007-08,2007,Mike James 1976,nan,5632200.0,0,-5632200.0,0.0
2002-03,2002,Mike Miller,"MEM, ORL",2668080.0,6006812,3338732.0,65.0
2001-02,2001,Mike Miller,ORL,2494080.0,5347904,2853824.0,67.0
2003-04,2003,Mike Miller,MEM,3380457.0,4693586,1313129.0,69.0
2000-01,2000,Mike Miller,ORL,2320080.0,3423754,1103674.0,86.0
2005-06,2005,Mike Miller,MEM,6750000.0,7427044,677044.0,78.0
2006-07,2006,Mike Miller,MEM,7623813.0,7991749,367936.0,70.0
2004-05,2004,Mike Miller,MEM,6000000.0,6192438,192438.0,80.0
2007-08,2007,Mike Miller,MEM,8376194.0,7851450,-524744.0,70.0
2016-17,2016,Mike Miller,DEN,3500000.0,652786,-2847214.0,20.0
2011-12,2011,Mike Miller,MIA,5400000.0,2476584,-2923416.0,62.0
2010-11,2010,Mike Miller,MIA,5000000.0,1754107,-3245893.0,59.0
2009-10,2009,Mike Miller,WAS,9750000.0,6182461,-3567539.0,54.0
2012-13,2012,Mike Miller,MIA,5800000.0,2227996,-3572004.0,76.0
2008-09,2008,Mike Miller,MIN,9028575.0,5359993,-3668582.0,73.0
2015-16,2015,Mike Miller,"DEN, POR",4354127.0,420319,-3933808.0,47.0
2013-14,2013,Mike Miller,"MEM, MIA",7599507.0,2967373,-4632134.0,89.0
2014-15,2014,Mike Miller,"CLE, MIA",9332000.0,445798,-8886202.0,61.0
2020-21,2020,Mike Muscala,OKC,2283034.0,4690620,2407586.0,35.0
2016-17,2016,Mike Muscala,ATL,1015696.0,3205744,2190048.0,76.0
2014-15,2014,Mike Muscala,ATL,816482.0,2020640,1204158.0,50.0
2013-14,2013,Mike Muscala,ATL,161471.0,807291,645820.0,22.0
2015-16,2015,Mike Muscala,ATL,947276.0,1204626,257350.0,69.0
2021-22,2021,Mike Muscala,OKC,3500000.0,3681332,181332.0,43.0
2019-20,2019,Mike Muscala,OKC,2028594.0,2024630,-3964.0,49.0
2018-19,2018,Mike Muscala,"LAL, PHI",5000000.0,3570948,-1429052.0,64.0
2017-18,2017,Mike Muscala,ATL,5000000.0,3433188,-1566812.0,53.0
2000-01,2000,Mike Penberthy,LAL,316969.0,1371945,1054976.0,53.0
2001-02,2001,Mike Penberthy,LAL,28405.0,953824,925419.0,3.0
1993-94,1993,Mike Peplowski,SAC,150000.0,183217,33217.0,55.0
1995-96,1995,Mike Peplowski,"MIL, WAS",225000.0,36167,-188833.0,7.0
1996-97,1996,Mike Peplowski,nan,247500.0,0,-247500.0,0.0
1991-92,1991,Mike Sanders,"CLE, IND",860000.0,728351,-131649.0,48.0
1990-91,1990,Mike Sanders,IND,760000.0,245069,-514931.0,85.0
1992-93,1992,Mike Sanders,"CLE, IND",2010000.0,686917,-1323083.0,61.0
2013-14,2013,Mike Scott,ATL,788872.0,3191711,2402839.0,87.0
2017-18,2017,Mike Scott,WAS,1709538.0,3933183,2223645.0,82.0
2012-13,2012,Mike Scott,ATL,473604.0,1023412,549808.0,44.0
2014-15,2014,Mike Scott,ATL,3333333.0,2913255,-420078.0,79.0
2015-16,2015,Mike Scott,ATL,3333333.0,2645950,-687383.0,85.0
2019-20,2019,Mike Scott,PHI,4767000.0,2980153,-1786847.0,72.0
2018-19,2018,Mike Scott,"LAC, PHI",4320500.0,2154140,-2166360.0,89.0
2016-17,2016,Mike Scott,"ATL, PHX",3333333.0,698978,-2634355.0,18.0
2020-21,2020,Mike Scott,PHI,5005350.0,1550991,-3454359.0,56.0
2000-01,2000,Mike Smith,WAS,316969.0,348691,31722.0,17.0
1990-91,1990,Mike Smrek,"GSW, LAC",325000.0,40802,-284198.0,15.0
2008-09,2008,Mike Taylor,LAC,500000.0,1236931,736931.0,51.0
2016-17,2016,Mike Tobey,CHA,138937.0,59199,-79738.0,2.0
2002-03,2002,Mike Wilks,"ATL, MIN",55402.0,1046469,991067.0,50.0
2007-08,2007,Mike Wilks,"DEN, OKC, WAS",229432.0,863258,633826.0,15.0
2009-10,2009,Mike Wilks,OKC,175908.0,788558,612650.0,4.0
2006-07,2006,Mike Wilks,OKC,798112.0,930239,132127.0,47.0
2003-04,2003,Mike Wilks,"HOU, CHI",638679.0,430746,-207933.0,28.0
2005-06,2005,Mike Wilks,"CLE, OKC",745248.0,259255,-485993.0,47.0
2008-09,2008,Mike Wilks,nan,998398.0,0,-998398.0,0.0
2004-05,2004,Mike Wilks,SAS,1440092.0,437289,-1002803.0,48.0
1991-92,1991,Mike Woodson,nan,658000.0,0,-658000.0,0.0
2006-07,2006,Mikki Moore,BKN,1071225.0,4239230,3168005.0,91.0
1999-00,1999,Mikki Moore,DET,460000.0,2009655,1549655.0,32.0
2003-04,2003,Mikki Moore,"BKN, UTA",513000.0,1232069,719069.0,32.0
2004-05,2004,Mikki Moore,LAC,870046.0,1490361,620315.0,74.0
2005-06,2005,Mikki Moore,OKC,1020000.0,724258,-295742.0,47.0
2009-10,2009,Mikki Moore,"GSW, SAC",2537952.0,1537844,-1000108.0,23.0
2000-01,2000,Mikki Moore,DET,2850000.0,1072154,-1777846.0,81.0
2002-03,2002,Mikki Moore,"ATL, BOS, BKN, DET",2459142.0,500747,-1958395.0,8.0
2007-08,2007,Mikki Moore,SAC,5356000.0,3373640,-1982360.0,82.0
2001-02,2001,Mikki Moore,DET,2531250.0,523115,-2008135.0,30.0
2008-09,2008,Mikki Moore,"BOS, SAC",5632200.0,1207198,-4425002.0,80.0
2007-08,2007,Mile Ilic,nan,864000.0,0,-864000.0,0.0
2006-07,2006,Mile Ilic,BKN,800000.0,-219246,-1019246.0,5.0
2021-22,2021,Miles Bridges,CHA,5421493.0,17205320,11783827.0,81.0
2020-21,2020,Miles Bridges,CHA,3934320.0,9535708,5601388.0,67.0
2019-20,2019,Miles Bridges,CHA,3755400.0,6777266,3021866.0,65.0
2018-19,2018,Miles Bridges,CHA,3206640.0,4412501,1205861.0,80.0
2021-22,2021,Miles McBride,NYK,925258.0,887417,-37841.0,40.0
2013-14,2013,Miles Plumlee,PHX,1121520.0,3986320,2864800.0,80.0
2014-15,2014,Miles Plumlee,"MIL, PHX",1169880.0,1787742,617862.0,74.0
2015-16,2015,Miles Plumlee,MIL,2109293.0,2199619,90326.0,61.0
2012-13,2012,Miles Plumlee,IND,1073280.0,160082,-913198.0,14.0
2017-18,2017,Miles Plumlee,ATL,12400000.0,1857501,-10542499.0,55.0
2018-19,2018,Miles Plumlee,ATL,12400000.0,1573114,-10826886.0,18.0
2016-17,2016,Miles Plumlee,"CHA, MIL",12400000.0,789776,-11610224.0,45.0
1998-99,1998,Miles Simon,ORL,287500.0,-90355,-377855.0,5.0
1999-00,1999,Miles Simon,nan,385000.0,0,-385000.0,0.0
1990-91,1990,Milos Babic,CLE,200000.0,22778,-177222.0,12.0
2017-18,2017,Milos Teodosic,LAC,6000000.0,5590929,-409071.0,45.0
2018-19,2018,Milos Teodosic,LAC,6300000.0,1164023,-5135977.0,15.0
2000-01,2000,Milt Palacio,BOS,316969.0,1831769,1514800.0,58.0
2004-05,2004,Milt Palacio,TOR,807546.0,2192722,1385176.0,80.0
2002-03,2002,Milt Palacio,CLE,750000.0,1442636,692636.0,80.0
