season,season_start,player,team,salary,real_value,difference,games
2012-13,2012,Dwight Howard,LAL,19261200.0,12414013,-6847187.0,80.0
2017-18,2017,Dwight Howard,CHA,23500000.0,12762151,-10737849.0,81.0
2014-15,2014,Dwight Howard,HOU,21436271.0,10564959,-10871312.0,58.0
2016-17,2016,Dwight Howard,ATL,23500000.0,11698541,-11801459.0,80.0
2015-16,2015,Dwight Howard,HOU,22359364.0,9604171,-12755193.0,76.0
2018-19,2018,Dwight Howard,"WAS, BKN",24256725.0,8128448,-16128277.0,9.0
2015-16,2015,Dwight Powell,DAL,845059.0,2622009,1776950.0,73.0
2014-15,2014,Dwight Powell,"BOS, DAL",507336.0,700071,192735.0,31.0
2019-20,2019,Dwight Powell,DAL,10259375.0,8890513,-1368862.0,40.0
2018-19,2018,Dwight Powell,DAL,9631250.0,7095010,-2536240.0,77.0
2017-18,2017,Dwight Powell,DAL,9003125.0,5399238,-3603887.0,79.0
2016-17,2016,Dwight Powell,DAL,8375000.0,3708890,-4666110.0,77.0
2021-22,2021,Dwight Powell,DAL,11080125.0,6175365,-4904760.0,100.0
2020-21,2020,Dwight Powell,DAL,11080125.0,4506160,-6573965.0,65.0
2005-06,2005,Dwyane Wade,MIA,3031920.0,27043723,24011803.0,98.0
2006-07,2006,Dwyane Wade,MIA,3841443.0,23838823,19997380.0,55.0
2004-05,2004,Dwyane Wade,MIA,2834160.0,20898359,18064199.0,91.0
2008-09,2008,Dwyane Wade,MIA,14410581.0,31989479,17578898.0,86.0
2009-10,2009,Dwyane Wade,MIA,15779912.0,27392367,11612455.0,82.0
2010-11,2010,Dwyane Wade,MIA,14200000.0,25201385,11001385.0,97.0
2018-19,2018,Dwyane Wade,MIA,2393887.0,8991080,6597193.0,72.0
2003-04,2003,Dwyane Wade,MIA,2636400.0,9060702,6424302.0,74.0
2011-12,2011,Dwyane Wade,MIA,15691000.0,20831287,5140287.0,72.0
2012-13,2012,Dwyane Wade,MIA,17024000.0,19530583,2506583.0,91.0
2007-08,2007,Dwyane Wade,MIA,13041250.0,12861666,-179584.0,51.0
2014-15,2014,Dwyane Wade,MIA,15000000.0,12712757,-2287243.0,62.0
2013-14,2013,Dwyane Wade,MIA,18536000.0,14850211,-3685789.0,74.0
2015-16,2015,Dwyane Wade,MIA,20000000.0,13904437,-6095563.0,88.0
2017-18,2017,Dwyane Wade,"CLE, MIA, CHI",17878652.0,6441949,-11436703.0,72.0
2016-17,2016,Dwyane Wade,CHI,23200000.0,11676315,-11523685.0,66.0
2020-21,2020,Dylan Windler,CLE,2137440.0,2327806,190366.0,31.0
2021-22,2021,Dylan Windler,CLE,2239200.0,1003658,-1235542.0,50.0
2019-20,2019,Dylan Windler,nan,2035800.0,0,-2035800.0,0.0
2019-20,2019,Dzanan Musa,BKN,1911600.0,1643615,-267985.0,43.0
2018-19,2018,Dzanan Musa,BKN,1634400.0,264991,-1369409.0,11.0
2020-21,2020,Dzanan Musa,nan,2002800.0,0,-2002800.0,0.0
2015-16,2015,E'Twaun Moore,CHI,1015421.0,2840976,1825555.0,59.0
2012-13,2012,E'Twaun Moore,ORL,762195.0,2336933,1574738.0,75.0
2013-14,2013,E'Twaun Moore,ORL,884293.0,1775124,890831.0,79.0
2011-12,2011,E'Twaun Moore,BOS,473604.0,622543,148939.0,47.0
2020-21,2020,E'Twaun Moore,PHX,2331593.0,2409597,78004.0,34.0
2014-15,2014,E'Twaun Moore,CHI,948163.0,733807,-214356.0,59.0
2017-18,2017,E'Twaun Moore,NOP,8445024.0,6840980,-1604044.0,91.0
2021-22,2021,E'Twaun Moore,nan,2641691.0,0,-2641691.0,0.0
2018-19,2018,E'Twaun Moore,NOP,8808685.0,5495883,-3312802.0,53.0
2016-17,2016,E'Twaun Moore,NOP,8801363.0,4224722,-4576641.0,73.0
2019-20,2019,E'Twaun Moore,NOP,8664928.0,3562843,-5102085.0,56.0
2007-08,2007,Earl Barron,MIA,973328.0,1524315,550987.0,46.0
2012-13,2012,Earl Barron,"NYK, WAS",339726.0,783226,443500.0,12.0
2010-11,2010,Earl Barron,"MIL, PHX, POR",188558.0,575201,386643.0,22.0
2011-12,2011,Earl Barron,"GSW, WAS",185588.0,95936,-89652.0,2.0
2014-15,2014,Earl Barron,PHX,390063.0,271012,-119051.0,16.0
2005-06,2005,Earl Barron,MIA,398762.0,-33038,-431800.0,8.0
2006-07,2006,Earl Barron,MIA,744551.0,247592,-496959.0,28.0
2004-05,2004,Earl Boykins,DEN,2500000.0,6312014,3812014.0,87.0
2006-07,2006,Earl Boykins,"DEN, MIL",2950000.0,6079854,3129854.0,66.0
2005-06,2005,Earl Boykins,DEN,2750000.0,5387034,2637034.0,65.0
2002-03,2002,Earl Boykins,GSW,1243605.0,3843429,2599824.0,68.0
2010-11,2010,Earl Boykins,MIL,1352181.0,3025104,1672923.0,57.0
2003-04,2003,Earl Boykins,DEN,2500000.0,4075184,1575184.0,87.0
2000-01,2000,Earl Boykins,LAC,498500.0,1681769,1183269.0,10.0
2007-08,2007,Earl Boykins,CHA,533572.0,1533216,999644.0,36.0
2009-10,2009,Earl Boykins,WAS,1191180.0,2185013,993833.0,67.0
1999-00,1999,Earl Boykins,"CLE, ORL",88324.0,968782,880458.0,26.0
2001-02,2001,Earl Boykins,LAC,650000.0,1153081,503081.0,68.0
1998-99,1998,Earl Boykins,"BKN, CLE, ORL",287500.0,332368,44868.0,22.0
2012-13,2012,Earl Clark,"LAL, NYK",1240000.0,3009587,1769587.0,63.0
2014-15,2014,Earl Clark,BKN,125104.0,383094,257990.0,12.0
2011-12,2011,Earl Clark,ORL,1160000.0,887893,-272107.0,50.0
2010-11,2010,Earl Clark,"ORL, PHX",1898760.0,943208,-955552.0,43.0
2009-10,2009,Earl Clark,PHX,1766280.0,495655,-1270625.0,54.0
2013-14,2013,Earl Clark,"CLE, NYK, BKN, PHI",4361518.0,974200,-3387318.0,54.0
1996-97,1996,Earl Cureton,TOR,205200.0,38165,-167035.0,9.0
1995-96,1995,Earl Cureton,nan,225000.0,0,-225000.0,0.0
2004-05,2004,Earl Watson,MEM,1458000.0,3301747,1843747.0,84.0
2003-04,2003,Earl Watson,MEM,1336500.0,2743594,1407094.0,85.0
2001-02,2001,Earl Watson,OKC,332817.0,1288071,955254.0,64.0
2002-03,2002,Earl Watson,MEM,1215000.0,2139551,924551.0,79.0
2010-11,2010,Earl Watson,UTA,1229255.0,1986016,756761.0,80.0
2011-12,2011,Earl Watson,UTA,2000000.0,2181502,181502.0,50.0
2012-13,2012,Earl Watson,UTA,2000000.0,1305854,-694146.0,48.0
2007-08,2007,Earl Watson,OKC,5800000.0,5035230,-764770.0,78.0
2006-07,2006,Earl Watson,OKC,5400000.0,4272183,-1127817.0,77.0
2013-14,2013,Earl Watson,POR,1399507.0,99523,-1299984.0,28.0
2005-06,2005,Earl Watson,"DEN, OKC",5000000.0,3699636,-1300364.0,70.0
2008-09,2008,Earl Watson,OKC,6200000.0,2641049,-3558951.0,68.0
2009-10,2009,Earl Watson,"IND, OKC",9400000.0,4104461,-5295539.0,79.0
2014-15,2014,Ed Davis,LAL,981084.0,4578365,3597281.0,79.0
2010-11,2010,Ed Davis,TOR,1919160.0,3580270,1661110.0,65.0
2012-13,2012,Ed Davis,"MEM, TOR",2207040.0,3491568,1284528.0,89.0
2011-12,2011,Ed Davis,TOR,2063040.0,3198296,1135256.0,66.0
2018-19,2018,Ed Davis,BKN,4449000.0,4506743,57743.0,84.0
2013-14,2013,Ed Davis,MEM,3153860.0,2131410,-1022450.0,70.0
2021-22,2021,Ed Davis,CLE,2641691.0,533958,-2107733.0,31.0
2015-16,2015,Ed Davis,POR,6980802.0,4739053,-2241749.0,92.0
2017-18,2017,Ed Davis,POR,6352531.0,3802881,-2549650.0,82.0
2020-21,2020,Ed Davis,MIN,5005350.0,1676711,-3328639.0,23.0
2019-20,2019,Ed Davis,UTA,4767000.0,1142393,-3624607.0,28.0
2016-17,2016,Ed Davis,POR,6666667.0,1928551,-4738116.0,46.0
1997-98,1997,Ed Gray,ATL,723840.0,949866,226026.0,30.0
1998-99,1998,Ed Gray,ATL,832440.0,307717,-524723.0,38.0
1999-00,1999,Ed Gray,nan,941040.0,0,-941040.0,0.0
1990-91,1990,Ed Nealy,PHX,550000.0,177807,-372193.0,57.0
1991-92,1991,Ed Nealy,PHX,650000.0,222100,-427900.0,60.0
1992-93,1992,Ed Nealy,"CHI, GSW, PHX",800000.0,100601,-699399.0,41.0
1996-97,1996,Ed O'Bannon,"BKN, DAL",1303000.0,305360,-997640.0,64.0
1995-96,1995,Ed O'Bannon,nan,1133000.0,0,-1133000.0,0.0
1997-98,1997,Ed O'Bannon,nan,1472640.0,0,-1472640.0,0.0
1991-92,1991,Ed Pinckney,BOS,900000.0,1138601,238601.0,91.0
1996-97,1996,Ed Pinckney,MIA,300000.0,475473,175473.0,29.0
1990-91,1990,Ed Pinckney,BOS,750000.0,545260,-204740.0,81.0
1999-00,1999,Ed Pinckney,nan,510000.0,0,-510000.0,0.0
1993-94,1993,Ed Pinckney,BOS,1470000.0,812581,-657419.0,76.0
1992-93,1992,Ed Pinckney,BOS,1150000.0,458942,-691058.0,7.0
1995-96,1995,Ed Pinckney,"PHI, TOR",1926000.0,1076759,-849241.0,74.0
1994-95,1994,Ed Pinckney,MIL,1485000.0,313754,-1171246.0,62.0
1997-98,1997,Ed Stokes,TOR,272500.0,44979,-227521.0,4.0
2005-06,2005,Eddie Basden,CHI,398762.0,462033,63271.0,19.0
2007-08,2007,Eddie Gill,"BKN, OKC, MIL",151089.0,1084754,933665.0,14.0
2008-09,2008,Eddie Gill,MIL,387613.0,1026954,639341.0,6.0
2004-05,2004,Eddie Gill,IND,720046.0,1047899,327853.0,80.0
2005-06,2005,Eddie Gill,IND,819551.0,136279,-683272.0,43.0
2004-05,2004,Eddie Griffin,MIN,695046.0,3570638,2875592.0,70.0
2002-03,2002,Eddie Griffin,HOU,2161920.0,3902526,1740606.0,77.0
2001-02,2001,Eddie Griffin,HOU,2011080.0,2665738,654658.0,73.0
2005-06,2005,Eddie Griffin,MIN,2500000.0,1955432,-544568.0,70.0
2003-04,2003,Eddie Griffin,nan,2312760.0,0,-2312760.0,0.0
2006-07,2006,Eddie Griffin,MIN,2700000.0,239298,-2460702.0,13.0
2007-08,2007,Eddie Griffin,nan,2900000.0,0,-2900000.0,0.0
2005-06,2005,Eddie House,PHX,835810.0,2611443,1775633.0,95.0
2007-08,2007,Eddie House,BOS,1500000.0,2695247,1195247.0,99.0
2001-02,2001,Eddie House,MIA,465850.0,1633354,1167504.0,64.0
2008-09,2008,Eddie House,BOS,2650000.0,3733748,1083748.0,95.0
2003-04,2003,Eddie House,"LAC, MIL",750000.0,1624769,874769.0,60.0
2002-03,2002,Eddie House,MIA,637435.0,1483985,846550.0,55.0
2006-07,2006,Eddie House,BKN,1400000.0,2120321,720321.0,60.0
2010-11,2010,Eddie House,MIA,1352181.0,2054990,702809.0,63.0
2000-01,2000,Eddie House,MIA,316969.0,897035,580066.0,53.0
2004-05,2004,Eddie House,"CHA, MIL, SAC",1388327.0,1551842,163515.0,71.0
2009-10,2009,Eddie House,"BOS, NYK",2862000.0,2159301,-702699.0,68.0
2011-12,2011,Eddie House,nan,1352181.0,0,-1352181.0,0.0
1990-91,1990,Eddie Johnson,"OKC, PHX",1000000.0,1513030,513030.0,71.0
1997-98,1997,Eddie Johnson,nan,626700.0,0,-626700.0,0.0
1995-96,1995,Eddie Johnson,nan,1000000.0,0,-1000000.0,0.0
1999-00,1999,Eddie Johnson,nan,1000000.0,0,-1000000.0,0.0
1991-92,1991,Eddie Johnson,nan,1050000.0,0,-1050000.0,0.0
1992-93,1992,Eddie Johnson,nan,1100000.0,0,-1100000.0,0.0
1993-94,1993,Eddie Johnson,nan,1150000.0,0,-1150000.0,0.0
1996-97,1996,Eddie Johnson,nan,1200000.0,0,-1200000.0,0.0
1997-98,1997,Eddie Johnson 1959,nan,,1203398,,80.0
1991-92,1991,Eddie Johnson 1959,nan,,1523926,,90.0
1992-93,1992,Eddie Johnson 1959,nan,,1147659,,101.0
1996-97,1996,Eddie Johnson 1959,nan,,1216443,,68.0
1995-96,1995,Eddie Johnson 1959,nan,,791787,,63.0
1993-94,1993,Eddie Johnson 1959,nan,,933760,,73.0
1990-91,1990,Eddie Johnson 1959,nan,,593826,,15.0
1999-00,1999,Eddie Jones,CHA,2500000.0,10489684,7989684.0,76.0
1998-99,1998,Eddie Jones,"CHA, LAL",2200000.0,8348155,6148155.0,50.0
1997-98,1997,Eddie Jones,LAL,2000000.0,6627603,4627603.0,93.0
1996-97,1996,Eddie Jones,LAL,1800000.0,5063733,3263733.0,89.0
1995-96,1995,Eddie Jones,LAL,1600000.0,3472567,1872567.0,74.0
1994-95,1994,Eddie Jones,LAL,1300000.0,2238922,938922.0,74.0
2000-01,2000,Eddie Jones,MIA,8960000.0,9391845,431845.0,66.0
2007-08,2007,Eddie Jones,DAL,1830000.0,1376607,-453393.0,50.0
2002-03,2002,Eddie Jones,MIA,11212500.0,10509812,-702688.0,47.0
2001-02,2001,Eddie Jones,MIA,10091250.0,9026021,-1065229.0,81.0
2008-09,2008,Eddie Jones,nan,2000000.0,0,-2000000.0,0.0
2003-04,2003,Eddie Jones,MIA,12333750.0,8214815,-4118935.0,94.0
2004-05,2004,Eddie Jones,MIA,13455000.0,7065195,-6389805.0,95.0
2005-06,2005,Eddie Jones,MEM,14576250.0,6490377,-8085873.0,79.0
2006-07,2006,Eddie Jones,"MEM, MIA",15395472.0,3218622,-12176850.0,67.0
2000-01,2000,Eddie Robinson,CHA,600000.0,2866518,2266518.0,77.0
1999-00,1999,Eddie Robinson,CHA,600000.0,1725222,1125222.0,71.0
2001-02,2001,Eddie Robinson,CHI,5170000.0,1905704,-3264296.0,29.0
2002-03,2002,Eddie Robinson,CHI,5687000.0,1855940,-3831060.0,64.0
2003-04,2003,Eddie Robinson,CHI,6204000.0,1560835,-4643165.0,51.0
2004-05,2004,Eddie Robinson,nan,5055556.0,0,-5055556.0,0.0
2005-06,2005,Eddie Robinson,nan,5444444.0,0,-5444444.0,0.0
1993-94,1993,Eddielee Wilkins,nan,100000.0,0,-100000.0,0.0
1990-91,1990,Eddielee Wilkins,NYK,400000.0,157710,-242290.0,69.0
1992-93,1992,Eddielee Wilkins,PHI,500000.0,255365,-244635.0,26.0
2004-05,2004,Eddy Curry,CHI,3896402.0,6318990,2422588.0,63.0
2003-04,2003,Eddy Curry,CHI,3080160.0,4240983,1160823.0,73.0
2012-13,2012,Eddy Curry,DAL,31629.0,168117,136488.0,2.0
2002-03,2002,Eddy Curry,CHI,2879280.0,2946835,67555.0,81.0
2006-07,2006,Eddy Curry,NYK,8171103.0,7687137,-483966.0,81.0
2011-12,2011,Eddy Curry,"MIA, DAL",1229255.0,178344,-1050911.0,14.0
2001-02,2001,Eddy Curry,CHI,2678400.0,1480120,-1198280.0,72.0
2005-06,2005,Eddy Curry,NYK,7390000.0,4123907,-3266093.0,72.0
2007-08,2007,Eddy Curry,NYK,8947543.0,3753402,-5194141.0,59.0
2008-09,2008,Eddy Curry,NYK,9723983.0,46525,-9677458.0,3.0
2009-10,2009,Eddy Curry,NYK,10500423.0,20647,-10479776.0,7.0
2010-11,2010,Eddy Curry,nan,11530592.0,0,-11530592.0,0.0
2020-21,2020,Edmond Sumner,IND,2160000.0,3037788,877788.0,55.0
2017-18,2017,Edmond Sumner,IND,77250.0,506393,429143.0,1.0
2018-19,2018,Edmond Sumner,IND,449794.0,815475,365681.0,24.0
2019-20,2019,Edmond Sumner,IND,2000000.0,1930799,-69201.0,34.0
2021-22,2021,Edmond Sumner,nan,2320000.0,0,-2320000.0,0.0
2001-02,2001,Eduardo Najera,DAL,465850.0,2844262,2378412.0,70.0
2000-01,2000,Eduardo Najera,DAL,316969.0,957579,640610.0,47.0
2002-03,2002,Eduardo Najera,DAL,3047620.0,3044297,-3323.0,67.0
2006-07,2006,Eduardo Najera,DEN,4571428.0,2717197,-1854231.0,80.0
2011-12,2011,Eduardo Najera,CHA,2750000.0,725652,-2024348.0,22.0
2005-06,2005,Eduardo Najera,DEN,4190476.0,2021930,-2168546.0,68.0
2009-10,2009,Eduardo Najera,"BKN, DAL",3100000.0,894955,-2205045.0,51.0
2004-05,2004,Eduardo Najera,"DEN, GSW",3809524.0,1519000,-2290524.0,70.0
2003-04,2003,Eduardo Najera,DAL,3428572.0,1038643,-2389929.0,63.0
2007-08,2007,Eduardo Najera,DEN,4952380.0,2540201,-2412179.0,82.0
2010-11,2010,Eduardo Najera,CHA,3000000.0,455876,-2544124.0,31.0
2008-09,2008,Eduardo Najera,BKN,3250000.0,636204,-2613796.0,27.0
2016-17,2016,Edy Tavares,"ATL, CLE",1006000.0,2529372,1523372.0,2.0
2015-16,2015,Edy Tavares,"ATL, CLE",1000000.0,767551,-232449.0,11.0
2004-05,2004,Efthimios Rentzias,nan,516865.0,0,-516865.0,0.0
2002-03,2002,Efthimios Rentzias,PHI,903360.0,275446,-627914.0,35.0
1999-00,1999,Efthimios Rentzias,nan,658700.0,0,-658700.0,0.0
2003-04,2003,Efthimios Rentzias,nan,971160.0,0,-971160.0,0.0
2011-12,2011,Ekpe Udoh,"GSW, MIL",3294960.0,2861231,-433729.0,61.0
2014-15,2014,Ekpe Udoh,LAC,981084.0,277909,-703175.0,37.0
2017-18,2017,Ekpe Udoh,UTA,3200000.0,1780312,-1419688.0,69.0
2012-13,2012,Ekpe Udoh,MIL,3524880.0,1640749,-1884131.0,80.0
2010-11,2010,Ekpe Udoh,GSW,3065040.0,1173933,-1891107.0,58.0
2018-19,2018,Ekpe Udoh,UTA,3360000.0,1415243,-1944757.0,53.0
2013-14,2013,Ekpe Udoh,MIL,4469547.0,943859,-3525688.0,42.0
1995-96,1995,Elden Campbell,LAL,2200000.0,3504086,1304086.0,86.0
1992-93,1992,Elden Campbell,LAL,575000.0,686425,111425.0,84.0
1991-92,1991,Elden Campbell,LAL,575000.0,642777,67777.0,85.0
1994-95,1994,Elden Campbell,LAL,2100000.0,2024541,-75459.0,83.0
1993-94,1993,Elden Campbell,LAL,1700000.0,1535066,-164934.0,76.0
1990-91,1990,Elden Campbell,LAL,575000.0,172180,-402820.0,65.0
1998-99,1998,Elden Campbell,"CHA, LAL",7000000.0,5221500,-1778500.0,49.0
2001-02,2001,Elden Campbell,CHA,7975000.0,6185390,-1789610.0,86.0
2003-04,2003,Elden Campbell,DET,4000000.0,1366434,-2633566.0,79.0
2000-01,2000,Elden Campbell,CHA,8050000.0,5357944,-2692056.0,88.0
1996-97,1996,Elden Campbell,LAL,7000000.0,3582764,-3417236.0,86.0
1999-00,1999,Elden Campbell,CHA,7975000.0,4148638,-3826362.0,82.0
2004-05,2004,Elden Campbell,"BKN, DET",4400000.0,381436,-4018564.0,51.0
1997-98,1997,Elden Campbell,LAL,7000000.0,2076874,-4923126.0,94.0
2002-03,2002,Elden Campbell,"NOP, OKC",8050000.0,1774689,-6275311.0,56.0
1997-98,1997,Eldridge Recasner,ATL,326700.0,1762784,1436084.0,63.0
1995-96,1995,Eldridge Recasner,HOU,225000.0,992690,767690.0,64.0
1996-97,1996,Eldridge Recasner,ATL,247500.0,813914,566414.0,81.0
2000-01,2000,Eldridge Recasner,CHA,1200000.0,409952,-790048.0,45.0
1999-00,1999,Eldridge Recasner,CHA,1100000.0,224059,-875941.0,7.0
2001-02,2001,Eldridge Recasner,"CHA, LAC",1300000.0,101853,-1198147.0,6.0
2016-17,2016,Elfrid Payton,ORL,2613600.0,9573253,6959653.0,82.0
2018-19,2018,Elfrid Payton,NOP,3000000.0,8336917,5336917.0,42.0
2017-18,2017,Elfrid Payton,"ORL, PHX",3332340.0,7717770,4385430.0,63.0
2015-16,2015,Elfrid Payton,ORL,2505720.0,6434462,3928742.0,73.0
2014-15,2014,Elfrid Payton,ORL,2397840.0,5281893,2884053.0,82.0
2019-20,2019,Elfrid Payton,NYK,8000000.0,9131039,1131039.0,45.0
2020-21,2020,Elfrid Payton,NYK,4767000.0,5672305,905305.0,65.0
2021-22,2021,Elfrid Payton,PHX,2239544.0,1284708,-954836.0,52.0
2013-14,2013,Elias Harris,LAL,100000.0,239904,139904.0,2.0
2019-20,2019,Elie Okobo,PHX,1416852.0,1871591,454739.0,55.0
2018-19,2018,Elie Okobo,PHX,1238464.0,1458843,220379.0,53.0
2020-21,2020,Elijah Bryant,MIL,24611.0,688467,663856.0,12.0
2020-21,2020,Elijah Hughes,UTA,898310.0,537960,-360350.0,18.0
2021-22,2021,Elijah Hughes,"POR, UTA",1517981.0,596068,-921913.0,36.0
2014-15,2014,Elijah Millsap,UTA,301417.0,1364564,1063147.0,47.0
2015-16,2015,Elijah Millsap,UTA,352936.0,457247,104311.0,20.0
1994-95,1994,Elliot Perry,PHX,250000.0,2028703,1778703.0,91.0
1993-94,1993,Elliot Perry,"PHX, POR",150000.0,482909,332909.0,31.0
1991-92,1991,Elliot Perry,"CHA, LAC",130000.0,115959,-14041.0,50.0
2000-01,2000,Elliot Perry,"ORL, PHX, BKN",1144000.0,765232,-378768.0,51.0
1995-96,1995,Elliot Perry,PHX,2025000.0,1366835,-658165.0,85.0
1996-97,1996,Elliot Perry,MIL,2000000.0,1298816,-701184.0,82.0
1997-98,1997,Elliot Perry,MIL,2000000.0,1211338,-788662.0,81.0
1999-00,1999,Elliot Perry,BKN,2000000.0,1024120,-975880.0,60.0
1998-99,1998,Elliot Perry,"BKN, MIL",2000000.0,476411,-1523589.0,35.0
2014-15,2014,Elliot Williams,"NOP, UTA, MEM",161511.0,589265,427754.0,13.0
2015-16,2015,Elliot Williams,"MEM, GSW",57726.0,468790,411064.0,5.0
2013-14,2013,Elliot Williams,"PHI, NOP, CHA",797545.0,1068455,270910.0,67.0
2016-17,2016,Elliot Williams,nan,250000.0,0,-250000.0,0.0
2011-12,2011,Elliot Williams,POR,1348800.0,932556,-416244.0,24.0
2010-11,2010,Elliot Williams,nan,1254720.0,0,-1254720.0,0.0
2012-13,2012,Elliot Williams,nan,1442880.0,0,-1442880.0,0.0
1995-96,1995,Elmer Bennett,PHI,225000.0,-1262,-226262.0,8.0
1993-94,1993,Elmore Spencer,LAC,569000.0,750210,181210.0,76.0
1992-93,1992,Elmore Spencer,LAC,438000.0,103809,-334191.0,46.0
1994-95,1994,Elmore Spencer,LAC,700000.0,313608,-386392.0,19.0
1995-96,1995,Elmore Spencer,"DEN, POR",1300000.0,21753,-1278247.0,18.0
1997-98,1997,Elmore Spencer,nan,2050000.0,0,-2050000.0,0.0
2001-02,2001,Elton Brand,LAC,3882360.0,13192092,9309732.0,80.0
2005-06,2005,Elton Brand,LAC,13152000.0,22044302,8892302.0,91.0
2002-03,2002,Elton Brand,LAC,4895656.0,12848681,7953025.0,62.0
2000-01,2000,Elton Brand,CHI,3629160.0,9020710,5391550.0,74.0
1999-00,1999,Elton Brand,CHI,3375960.0,6413040,3037080.0,81.0
2003-04,2003,Elton Brand,LAC,10960000.0,13203830,2243830.0,69.0
2004-05,2004,Elton Brand,LAC,12056000.0,13732137,1676137.0,81.0
2006-07,2006,Elton Brand,LAC,14248000.0,15863667,1615667.0,80.0
2015-16,2015,Elton Brand,PHI,890693.0,1013554,122861.0,17.0
2014-15,2014,Elton Brand,"ATL, PHI",2000000.0,1034670,-965330.0,39.0
2016-17,2016,Elton Brand,nan,980000.0,0,-980000.0,0.0
2013-14,2013,Elton Brand,ATL,4000000.0,2324068,-1675932.0,80.0
2010-11,2010,Elton Brand,PHI,15959099.0,10151122,-5807977.0,86.0
2008-09,2008,Elton Brand,PHI,13757844.0,6400390,-7357454.0,29.0
2007-08,2007,Elton Brand,LAC,15344000.0,6904254,-8439746.0,8.0
2009-10,2009,Elton Brand,PHI,14858471.0,5993038,-8865433.0,76.0
2011-12,2011,Elton Brand,PHI,17059727.0,7151679,-9908048.0,73.0
2012-13,2012,Elton Brand,"DAL, PHI",18160354.0,3497807,-14662547.0,72.0
2000-01,2000,Emanual Davis,OKC,610000.0,2020123,1410123.0,62.0
2001-02,2001,Emanual Davis,ATL,715850.0,1237915,522065.0,28.0
1996-97,1996,Emanual Davis,HOU,220000.0,637773,417773.0,13.0
1999-00,1999,Emanual Davis,OKC,510000.0,705615,195615.0,54.0
1997-98,1997,Emanual Davis,HOU,326700.0,489908,163208.0,45.0
2002-03,2002,Emanual Davis,ATL,824935.0,705771,-119164.0,24.0
2018-19,2018,Emanuel Terry,"MIA, PHX",94740.0,1266590,1171850.0,3.0
2021-22,2021,Emanuel Terry,PHX,85578.0,41820,-43758.0,3.0
2006-07,2006,Emeka Okafor,CHA,4300560.0,9394158,5093598.0,67.0
2007-08,2007,Emeka Okafor,CHA,5427307.0,7735347,2308040.0,82.0
2004-05,2004,Emeka Okafor,CHA,3739680.0,5826716,2087036.0,73.0
2017-18,2017,Emeka Okafor,NOP,813293.0,2489848,1676555.0,27.0
2005-06,2005,Emeka Okafor,CHA,4020120.0,5321736,1301616.0,26.0
2008-09,2008,Emeka Okafor,CHA,9537500.0,8701268,-836232.0,82.0
2009-10,2009,Emeka Okafor,NOP,10538937.0,6276273,-4262664.0,82.0
2010-11,2010,Emeka Okafor,NOP,11495000.0,6793480,-4701520.0,78.0
2011-12,2011,Emeka Okafor,NOP,12541812.0,4152816,-8388996.0,27.0
2012-13,2012,Emeka Okafor,WAS,13543250.0,4668689,-8874561.0,79.0
2013-14,2013,Emeka Okafor,nan,14544687.0,0,-14544687.0,0.0
2018-19,2018,Emmanuel Mudiay,NYK,4294479.0,6730086,2435607.0,59.0
2019-20,2019,Emmanuel Mudiay,UTA,1737145.0,3920098,2182953.0,57.0
2015-16,2015,Emmanuel Mudiay,DEN,3102240.0,4633906,1531666.0,68.0
2016-17,2016,Emmanuel Mudiay,DEN,3241800.0,4676158,1434358.0,55.0
2021-22,2021,Emmanuel Mudiay,SAC,111457.0,622367,510910.0,2.0
2017-18,2017,Emmanuel Mudiay,"DEN, NYK",3381480.0,3472024,90544.0,64.0
2020-21,2020,Enes Freedom,POR,5005350.0,11023790,6018440.0,77.0
2014-15,2014,Enes Freedom,"OKC, UTA",6008106.0,8157481,2149375.0,75.0
2019-20,2019,Enes Freedom,BOS,4767000.0,6726337,1959337.0,69.0
2021-22,2021,Enes Freedom,"BOS, HOU",2641691.0,2249592,-392099.0,35.0
2013-14,2013,Enes Freedom,UTA,4753320.0,4052693,-700627.0,80.0
2012-13,2012,Enes Freedom,UTA,4443360.0,2624722,-1818638.0,70.0
2011-12,2011,Enes Freedom,UTA,4133280.0,1680577,-2452703.0,70.0
2017-18,2017,Enes Freedom,NYK,17884176.0,10946263,-6937913.0,71.0
2015-16,2015,Enes Freedom,OKC,16407500.0,8060139,-8347361.0,100.0
2016-17,2016,Enes Freedom,OKC,17145838.0,8756911,-8388927.0,77.0
2018-19,2018,Enes Freedom,"NYK, POR",19264603.0,9937131,-9327472.0,83.0
1993-94,1993,Ennis Whatley,ATL,150000.0,427628,277628.0,93.0
1991-92,1991,Ennis Whatley,POR,130000.0,188358,58358.0,38.0
1995-96,1995,Ennis Whatley,nan,225000.0,0,-225000.0,0.0
1992-93,1992,Eric Anderson,NYK,140000.0,52773,-87227.0,18.0
1993-94,1993,Eric Anderson,NYK,250000.0,134184,-115816.0,11.0
1995-96,1995,Eric Anderson,nan,225000.0,0,-225000.0,0.0
2013-14,2013,Eric Bledsoe,PHX,2626473.0,12981885,10355412.0,43.0
2012-13,2012,Eric Bledsoe,LAC,1707720.0,4964541,3256821.0,82.0
2010-11,2010,Eric Bledsoe,LAC,1485000.0,2581322,1096322.0,81.0
2016-17,2016,Eric Bledsoe,PHX,14000000.0,14219374,219374.0,66.0
